City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
303,Uthal,25.81,66.62,76.5,70,0,0.67,PK,2020-05-06 00:25:55
304,Kanniyakumari,8.08,77.57,84.04,73,62,6.98,IN,2020-05-06 00:25:56
305,Vestmanna,62.16,-7.17,44.6,87,90,21.92,FO,2020-05-06 00:23:08
306,Mount Isa,-20.73,139.5,77.0,38,0,17.22,AU,2020-05-06 00:21:18
307,Kobryn,52.21,24.36,46.26,95,100,9.44,BY,2020-05-06 00:24:43
308,Okha,53.57,142.95,36.81,80,73,12.8,RU,2020-05-06 00:25:56
309,Goba,7.02,39.98,50.95,88,12,2.68,ET,2020-05-06 00:25:57
310,Praia Da Vitoria,38.73,-27.07,60.8,77,75,8.1,PT,2020-05-06 00:25:57
311,Tiksi,71.69,128.87,20.55,97,100,8.37,RU,2020-05-06 00:25:57
312,Huanren,41.26,125.37,59.09,39,0,4.52,CN,2020-05-06 00:25:57
313,Junin,-34.58,-60.94,52.0,82,34,10.0,AR,2020-05-06 00:25:57
314,Mayo,38.89,-76.51,55.99,54,90,5.82,US,2020-05-06 00:22:43
315,Akyab,20.15,92.9,81.64,83,11,7.2,MM,2020-05-06 00:25:58
316,Ugoofaaru,5.67,73.0,84.92,81,91,12.88,MV,2020-05-06 00:25:58
317,Nautla,20.22,-96.78,84.15,70,58,9.6,MX,2020-05-06 00:25:58
318,Gizo,-8.1,156.84,84.06,64,64,1.83,SB,2020-05-06 00:25:58
319,Fonte Boa,-2.5,-66.27,75.0,98,89,2.71,BR,2020-05-06 00:25:58
320,Ngorongoro,-3.24,35.49,54.07,100,82,6.35,TZ,2020-05-06 00:25:58
321,Ruidoso,33.33,-105.67,70.0,25,1,14.99,US,2020-05-06 00:25:36
322,Neyshabur,36.21,58.8,65.53,37,2,1.52,IR,2020-05-06 00:25:58
323,Baltay,52.47,46.63,54.81,72,3,11.59,RU,2020-05-06 00:21:06
324,Thompson,55.74,-97.86,35.6,51,5,11.41,CA,2020-05-06 00:25:59
325,Pisco,-13.7,-76.22,66.2,82,75,12.75,PE,2020-05-06 00:25:59
326,Shirokiy,49.76,129.52,53.65,39,0,3.4,RU,2020-05-06 00:25:59
327,Constantine,36.37,6.61,62.6,72,94,4.21,DZ,2020-05-06 00:25:55
328,Tahta,26.77,31.5,63.82,43,0,8.72,EG,2020-05-06 00:25:59
329,Samarai,-10.62,150.67,80.85,77,100,14.63,PG,2020-05-06 00:21:40
330,Iranshahr,27.2,60.68,78.8,19,3,6.93,IR,2020-05-06 00:26:02
331,Praya,14.92,-23.51,73.4,73,1,12.75,CV,2020-05-06 00:25:20
332,Lensk,60.73,114.93,50.22,67,100,13.2,RU,2020-05-06 00:26:02
333,Dawlatabad,36.41,64.91,70.09,41,0,1.39,AF,2020-05-06 00:26:02
334,Santa Cruz,-17.8,-63.17,75.2,88,75,2.24,BO,2020-05-06 00:23:52
335,Nagato,34.38,131.2,71.6,68,40,6.93,JP,2020-05-06 00:26:03
336,Fairbanks,64.84,-147.72,60.01,28,1,4.25,US,2020-05-06 00:21:34
337,Iqaluit,63.75,-68.51,14.0,72,5,9.17,CA,2020-05-06 00:21:59
338,Hangu,39.25,117.79,69.8,60,31,2.24,CN,2020-05-06 00:26:03
339,Puerto Maldonado,-12.6,-69.18,79.29,76,72,0.89,PE,2020-05-06 00:26:03
340,Uyemskiy,64.47,40.85,26.6,100,91,4.47,RU,2020-05-06 00:26:03
341,Pavlivka,49.44,28.46,47.55,89,22,7.52,UA,2020-05-06 00:26:03
342,Beruwala,6.48,79.98,81.27,79,70,2.8,LK,2020-05-06 00:26:03
343,Pachino,36.72,15.09,57.0,88,87,1.01,IT,2020-05-06 00:26:04
344,Udachnyy,66.42,112.4,10.4,92,90,11.18,RU,2020-05-06 00:26:04
345,Flores Da Cunha,-29.03,-51.18,62.01,87,100,1.79,BR,2020-05-06 00:26:04
346,College,64.86,-147.8,61.0,30,40,8.05,US,2020-05-06 00:26:04
347,Imbituba,-28.24,-48.67,68.0,88,95,2.24,BR,2020-05-06 00:23:36
348,Kuah,6.33,99.84,80.6,94,20,4.7,MY,2020-05-06 00:26:04
349,Usinsk,65.99,57.53,32.05,97,100,9.51,RU,2020-05-06 00:26:04
350,Corralillo,22.98,-80.59,78.57,72,45,11.3,CU,2020-05-06 00:26:04
351,Solnechnyy,50.72,136.63,50.38,46,22,2.42,RU,2020-05-06 00:26:05
352,Virginia Beach,36.85,-75.98,57.0,71,90,4.7,US,2020-05-06 00:26:05
353,Tilichiki,60.47,166.1,29.57,98,100,31.29,RU,2020-05-06 00:26:05
354,Winnemucca,40.97,-117.74,80.6,3,1,16.11,US,2020-05-06 00:26:05
355,Bathsheba,13.22,-59.52,80.6,78,40,18.34,BB,2020-05-06 00:26:05
356,Hofn,64.25,-15.21,47.66,51,2,12.62,IS,2020-05-06 00:26:05
357,Cascais,38.7,-9.42,64.0,88,15,5.32,PT,2020-05-06 00:22:48
358,Otradnoye,59.78,30.82,48.2,61,40,4.47,RU,2020-05-06 00:26:06
359,Berdigestyakh,62.1,126.7,42.58,62,95,5.35,RU,2020-05-06 00:26:06
360,Tucumcari,35.17,-103.72,77.0,17,1,16.11,US,2020-05-06 00:26:06
361,Nouadhibou,20.93,-17.03,68.0,77,40,18.34,MR,2020-05-06 00:25:36
362,Margate,51.38,1.39,48.99,84,0,17.2,GB,2020-05-06 00:26:06
363,Manoel Urbano,-8.84,-69.26,76.86,89,54,2.15,BR,2020-05-06 00:26:07
364,Sorland,67.67,12.69,37.22,81,100,29.59,NO,2020-05-06 00:26:07
365,Thames,-37.13,175.53,60.01,63,6,5.99,NZ,2020-05-06 00:26:07
366,Kyra,49.58,111.98,52.32,40,100,5.32,RU,2020-05-06 00:26:07
367,Davila,18.47,120.58,87.8,74,75,3.36,PH,2020-05-06 00:26:07
368,Qaqortoq,60.72,-46.03,42.8,75,100,8.59,GL,2020-05-06 00:26:07
369,Kawalu,-7.38,108.21,74.26,91,94,0.87,ID,2020-05-06 00:26:07
370,Visnes,59.36,5.22,45.0,75,76,10.29,NO,2020-05-06 00:26:07
371,Goderich,43.75,-81.72,48.99,80,100,15.68,CA,2020-05-06 00:22:16
372,Roald,62.58,6.13,46.0,93,100,23.04,NO,2020-05-06 00:26:08
373,Vardo,70.37,31.11,37.31,92,100,25.46,NO,2020-05-06 00:26:08
374,Rockland,41.17,-74.05,61.0,33,60,3.15,US,2020-05-06 00:26:08
375,Muisne,0.6,-80.03,77.65,85,74,8.14,EC,2020-05-06 00:26:08
376,Norsup,-16.07,167.38,82.4,74,75,4.7,VU,2020-05-06 00:26:08
377,Dakar,14.69,-17.44,69.8,94,0,2.24,SN,2020-05-06 00:21:19
378,Gravdal,68.12,13.5,37.35,80,100,29.21,NO,2020-05-06 00:26:09
379,Lashio,22.93,97.75,70.2,80,33,1.32,MM,2020-05-06 00:26:09
380,Port Augusta,-32.5,137.77,62.01,41,97,18.34,AU,2020-05-06 00:26:09
381,Faanui,-16.48,-151.75,82.18,76,47,9.78,PF,2020-05-06 00:26:09
382,Yakeshi,49.28,120.73,53.37,42,48,4.92,CN,2020-05-06 00:26:09
383,Bethel,41.37,-73.41,55.4,24,1,8.05,US,2020-05-06 00:26:09
384,Hoshangabad,22.75,77.72,81.43,28,33,5.61,IN,2020-05-06 00:26:09
385,Sabaudia,41.3,13.03,57.99,72,40,3.0,IT,2020-05-06 00:26:09
386,Okakarara,-20.58,17.43,55.0,40,0,3.98,NA,2020-05-06 00:26:10
387,Seydi,39.48,62.91,68.52,56,0,7.38,TM,2020-05-06 00:26:10
388,Yulara,-25.24,130.99,62.6,21,1,5.82,AU,2020-05-06 00:22:12
389,Bowen,-20.02,148.23,77.0,57,40,19.46,AU,2020-05-06 00:26:10
390,Korla,41.76,86.15,61.63,49,72,7.94,CN,2020-05-06 00:26:10
391,Libreville,0.39,9.45,78.8,94,40,4.7,GA,2020-05-06 00:26:10
392,Rocha,-34.48,-54.33,55.26,80,87,20.71,UY,2020-05-06 00:26:11
393,Panalingaan,8.78,117.42,84.22,73,94,4.14,PH,2020-05-06 00:26:11
394,Haines Junction,60.75,-137.51,49.41,47,0,7.07,CA,2020-05-06 00:21:38
395,Trairi,-3.28,-39.27,79.56,84,87,9.42,BR,2020-05-06 00:26:11
396,Khasan,42.43,130.64,54.14,61,0,10.69,RU,2020-05-06 00:23:16
397,Lompoc,34.64,-120.46,70.0,59,1,16.11,US,2020-05-06 00:24:32
398,Brae,60.4,-1.35,48.2,76,91,11.41,GB,2020-05-06 00:26:11
399,Kiunga,-6.12,141.29,75.97,95,100,2.51,PG,2020-05-06 00:21:51
400,Jhargram,22.45,86.98,80.89,87,54,0.36,IN,2020-05-06 00:26:12
401,Balikpapan,-1.27,116.83,84.2,83,20,3.36,ID,2020-05-06 00:24:29
402,Bure,10.7,37.07,67.08,51,94,1.48,ET,2020-05-06 00:26:12
403,Sobolevo,54.43,31.9,50.83,96,92,4.36,RU,2020-05-06 00:21:56
404,Bagotville,-28.98,153.42,66.2,93,90,9.17,AU,2020-05-06 00:26:12
405,Bilibino,68.05,166.44,23.25,83,97,2.66,RU,2020-05-06 00:26:12
406,Tando Adam,25.76,68.66,80.6,69,0,6.04,PK,2020-05-06 00:24:56
407,Zambezi,-13.54,23.1,61.68,70,0,4.59,ZM,2020-05-06 00:22:20
408,Auki,-8.77,160.7,86.7,60,14,3.24,SB,2020-05-06 00:26:12
409,Mackay,-21.15,149.2,73.99,69,32,18.34,AU,2020-05-06 00:26:13
410,Columbus,39.96,-83.0,48.99,49,90,10.29,US,2020-05-06 00:25:41
411,Turukhansk,65.82,87.98,28.18,93,99,4.81,RU,2020-05-06 00:21:56
412,Maues,-3.38,-57.72,77.0,95,99,1.19,BR,2020-05-06 00:26:13
413,Yuksekova,37.57,44.29,50.0,93,40,4.7,TR,2020-05-06 00:26:13
414,Takaka,-40.85,172.8,57.0,64,0,3.0,NZ,2020-05-06 00:26:13
415,Yantzaza,-3.83,-78.76,77.0,65,75,11.41,EC,2020-05-06 00:26:13
416,Montepuez,-13.13,39.0,65.5,89,3,9.57,MZ,2020-05-06 00:24:51
417,Gazanjyk,39.24,55.52,72.77,33,41,18.39,TM,2020-05-06 00:26:14
418,Kushiro,42.98,144.37,46.4,75,75,12.75,JP,2020-05-06 00:26:14
419,Fukue,32.69,128.84,62.6,93,75,11.41,JP,2020-05-06 00:26:15
420,Ocampo,21.65,-101.5,73.53,31,74,15.48,MX,2020-05-06 00:26:15
421,Kem,64.96,34.58,38.19,84,0,7.49,RU,2020-05-06 00:26:15
422,Bourail,-21.57,165.48,71.69,71,100,10.29,NC,2020-05-06 00:25:04
423,Bilma,18.69,12.92,81.05,14,0,6.98,NE,2020-05-06 00:26:15
424,Agartala,23.84,91.28,76.84,94,11,5.26,IN,2020-05-06 00:21:18
425,Kamenka,51.32,42.77,57.99,93,100,12.24,RU,2020-05-06 00:22:21
426,Saltillo,25.42,-101.0,77.0,33,75,9.17,MX,2020-05-06 00:24:21
427,Kendari,-3.94,122.5,81.18,78,97,2.55,ID,2020-05-06 00:26:15
428,High Prairie,55.43,-116.49,64.38,32,83,12.77,CA,2020-05-06 00:22:36
429,Kapuskasing,49.42,-82.43,50.0,29,20,3.36,CA,2020-05-06 00:26:16
430,Port Jervis,41.38,-74.69,53.01,45,47,4.23,US,2020-05-06 00:26:16
431,Novoagansk,61.94,76.66,41.27,96,100,4.63,RU,2020-05-06 00:26:16
432,Vao,-22.67,167.48,72.1,74,100,26.62,NC,2020-05-06 00:26:16
433,Shelburne,44.08,-80.2,39.2,44,1,3.36,CA,2020-05-06 00:21:44
434,Am Timan,11.03,20.28,87.84,36,35,8.93,TD,2020-05-06 00:26:16
435,Acajutla,13.59,-89.83,87.8,38,40,2.24,SV,2020-05-06 00:24:29
436,Evensk,61.95,159.23,28.35,96,100,38.36,RU,2020-05-06 00:26:16
437,Samana,19.21,-69.34,77.0,94,75,7.23,DO,2020-05-06 00:26:17
438,Zhaotong,27.32,103.72,64.35,70,4,2.13,CN,2020-05-06 00:26:17
439,Sibolga,1.74,98.78,76.75,82,100,4.59,ID,2020-05-06 00:22:24
440,Vaasa,63.1,21.62,39.2,69,100,8.05,FI,2020-05-06 00:26:17
441,Marzuq,14.4,46.47,74.55,67,43,5.86,YE,2020-05-06 00:26:17
442,Fare,-16.7,-151.02,83.05,72,45,8.39,PF,2020-05-06 00:26:17
443,Vasyurinskaya,45.12,39.42,57.0,93,75,6.71,RU,2020-05-06 00:26:17
444,Burns Lake,54.23,-125.75,58.03,32,56,5.06,CA,2020-05-06 00:26:18
445,Qui Nhon,13.77,109.23,80.82,73,1,4.05,VN,2020-05-06 00:26:18
446,Clyde River,70.47,-68.59,8.6,92,20,9.17,CA,2020-05-06 00:22:09
447,Koumac,-20.57,164.28,68.41,87,100,14.0,NC,2020-05-06 00:26:18
448,Porto Novo,6.5,2.6,82.4,83,20,9.17,BJ,2020-05-06 00:26:18
449,Klaeng,12.78,101.65,86.0,96,7,3.4,TH,2020-05-06 00:26:18
450,Storsteinnes,69.24,19.23,35.6,93,99,27.51,NO,2020-05-06 00:26:18
451,Taoudenni,22.68,-3.98,91.51,11,0,5.3,ML,2020-05-06 00:21:34
452,Ust-Kuyga,70.02,135.6,27.63,93,97,4.12,RU,2020-05-06 00:26:19
453,Korem,12.51,39.52,58.23,88,89,1.23,ET,2020-05-06 00:26:19
454,Calabozo,8.92,-67.43,87.8,45,62,1.34,VE,2020-05-06 00:22:09
455,Karpathos,35.51,27.21,62.6,72,3,21.92,GR,2020-05-06 00:26:19
456,Filadelfia,39.95,-75.16,57.2,30,90,4.7,US,2020-05-06 00:22:24
457,Socorro,31.65,-106.3,82.4,17,5,13.87,US,2020-05-06 00:26:19
458,Eydhafushi,5.1,73.07,84.47,81,99,12.57,MV,2020-05-06 00:26:20
459,Jiangkou,25.49,119.2,75.2,88,90,11.18,CN,2020-05-06 00:26:20
460,Copiapo,-27.37,-70.33,59.0,82,75,5.82,CL,2020-05-06 00:26:20
461,Padang,-0.95,100.35,77.74,87,100,6.89,ID,2020-05-06 00:22:43
462,Tawau,4.25,117.89,77.0,94,40,6.93,MY,2020-05-06 00:26:20
463,Gladstone,-23.85,151.25,73.4,53,18,17.22,AU,2020-05-06 00:26:20
464,Russell,32.35,-85.2,80.6,69,1,5.82,US,2020-05-06 00:26:20
465,Souillac,-20.52,57.52,73.4,94,75,9.01,MU,2020-05-06 00:26:20
466,Carauari,-4.88,-66.9,74.75,95,98,2.53,BR,2020-05-06 00:26:21
467,Sampang,-7.19,113.24,82.67,80,1,9.55,ID,2020-05-06 00:26:21
468,Kloulklubed,7.04,134.26,84.2,79,75,6.93,PW,2020-05-06 00:26:21
469,Salcininkai,54.3,25.38,46.99,93,90,9.17,LT,2020-05-06 00:26:21
470,Airai,-8.93,125.41,68.18,95,31,3.51,TL,2020-05-06 00:21:53
471,Faya,18.39,42.45,64.4,88,5,0.54,SA,2020-05-06 00:26:21
472,Honiara,-9.43,159.95,89.6,66,20,5.82,SB,2020-05-06 00:26:21
473,Orlik,52.52,99.83,32.54,76,1,9.71,RU,2020-05-06 00:26:22
474,Chunskiy,56.08,99.63,36.68,91,100,16.08,RU,2020-05-06 00:26:22
475,Kuusankoski,60.91,26.62,39.2,93,23,4.7,FI,2020-05-06 00:26:22
476,Camana,-16.62,-72.71,66.9,78,100,6.04,PE,2020-05-06 00:26:22
477,Guerrero Negro,27.98,-114.06,74.97,51,0,17.92,MX,2020-05-06 00:26:22
478,Taltal,-25.4,-70.48,60.48,73,15,5.44,CL,2020-05-06 00:22:13
479,Augusto Correa,-1.02,-46.63,76.73,96,100,6.26,BR,2020-05-06 00:26:22
480,Sierra Vista,31.55,-110.3,93.0,6,1,6.93,US,2020-05-06 00:26:22
481,Ulladulla,-35.35,150.47,64.99,55,83,12.75,AU,2020-05-06 00:26:23
482,Naze,28.37,129.48,73.4,100,75,8.05,JP,2020-05-06 00:26:23
483,Lalpur,22.2,69.97,78.04,91,0,7.74,IN,2020-05-06 00:26:23
484,Novo Aripuana,-5.12,-60.38,76.24,95,98,1.3,BR,2020-05-06 00:26:23
485,Longford,53.73,-7.8,46.0,61,35,3.0,IE,2020-05-06 00:26:03
486,Santo Domingo,18.5,-69.99,79.0,88,40,5.82,DO,2020-05-06 00:26:24
487,Krasnoarmeysk,51.02,45.7,59.0,83,82,1.01,RU,2020-05-06 00:22:04
488,Boden,65.83,21.69,41.0,60,99,8.05,SE,2020-05-06 00:26:25
489,Batagay,67.63,134.63,29.28,92,100,3.65,RU,2020-05-06 00:26:25
490,Darnah,32.77,22.64,60.44,76,0,14.2,LY,2020-05-06 00:21:49
491,Jiwani,25.05,61.74,84.02,64,0,12.08,PK,2020-05-06 00:26:25
492,Placido De Castro,-10.34,-67.19,76.37,96,79,2.35,BR,2020-05-06 00:26:25
493,Bhawanipatna,19.9,83.17,82.98,59,42,4.09,IN,2020-05-06 00:26:25
494,Fountain Hills,33.61,-111.72,102.0,7,1,4.7,US,2020-05-06 00:26:25
495,Parana,-31.73,-60.52,55.99,78,40,1.99,AR,2020-05-06 00:23:03
496,Esso,55.93,158.7,34.56,89,96,2.28,RU,2020-05-06 00:26:26
497,Lisala,2.15,21.52,71.49,96,62,1.21,CD,2020-05-06 00:26:26
498,Lamu,-2.27,40.9,79.12,88,100,16.69,KE,2020-05-06 00:26:26
499,Laredo,27.51,-99.51,95.0,41,1,13.87,US,2020-05-06 00:26:26
500,Dieppe,49.75,1.17,50.0,66,90,6.93,FR,2020-05-06 00:26:26
501,Tynda,55.17,124.72,48.6,47,0,3.09,RU,2020-05-06 00:26:27
502,Kansk,56.2,95.72,38.37,89,100,19.71,RU,2020-05-06 00:26:27
503,Bandar-E Anzali,37.47,49.46,63.77,77,49,1.86,IR,2020-05-06 00:26:27
504,Halifax,44.65,-63.57,36.0,73,93,5.01,CA,2020-05-06 00:25:44
505,Churapcha,62.0,132.43,38.57,73,31,3.62,RU,2020-05-06 00:26:27
506,Tyret Pervaya,53.67,102.31,42.85,62,25,7.54,RU,2020-05-06 00:26:27
507,Xuddur,4.12,43.89,77.34,76,77,10.45,SO,2020-05-06 00:26:28
508,Hearst,49.68,-83.67,45.54,58,35,3.65,CA,2020-05-06 00:26:28
509,Katobu,-4.94,122.53,81.63,82,93,0.27,ID,2020-05-06 00:26:28
510,Cabo San Lucas,22.89,-109.91,87.01,32,5,4.7,MX,2020-05-06 00:26:28
511,Ekhabi,53.51,142.97,37.56,78,71,12.86,RU,2020-05-06 00:26:28
512,Kulhudhuffushi,6.62,73.07,85.37,79,83,10.02,MV,2020-05-06 00:26:28
513,San Patricio,19.22,-104.7,82.4,74,5,3.76,MX,2020-05-06 00:23:01
514,Libourne,44.92,-0.25,59.0,87,32,4.7,FR,2020-05-06 00:26:29
515,Dauphin,51.15,-100.05,59.0,28,1,12.75,CA,2020-05-06 00:26:29
516,Haizhou,34.58,119.13,61.09,68,4,10.38,CN,2020-05-06 00:26:29
517,Verkh-Usugli,52.7,115.17,50.22,44,89,9.46,RU,2020-05-06 00:26:29
518,Huai Thalaeng,15.0,102.65,88.0,79,4,5.82,TH,2020-05-06 00:26:29
519,Abu Samrah,35.3,37.18,56.08,79,76,16.42,SY,2020-05-06 00:26:29
520,Avera,33.19,-82.53,80.6,57,1,4.7,US,2020-05-06 00:26:30
521,Coria,39.99,-6.54,57.99,81,1,3.0,ES,2020-05-06 00:26:30
522,Pombia,45.65,8.63,59.0,93,53,1.12,IT,2020-05-06 00:26:30
523,Carpentras,44.08,5.17,68.0,60,50,17.22,FR,2020-05-06 00:26:30
524,Rio Pardo De Minas,-15.61,-42.54,63.72,92,28,3.87,BR,2020-05-06 00:26:30
525,Puerto Del Rosario,28.5,-13.86,68.0,68,20,13.87,ES,2020-05-06 00:26:30
526,Gualeguaychu,-33.01,-58.52,55.0,76,25,17.0,AR,2020-05-06 00:26:30
527,Lao Cai,22.48,103.95,83.48,64,83,0.83,VN,2020-05-06 00:26:31
528,Pedernales,18.04,-71.74,81.01,74,43,3.2,DO,2020-05-06 00:26:31
529,Port Hedland,-20.32,118.57,75.2,57,0,5.82,AU,2020-05-06 00:26:31
530,Aksu,41.12,80.26,63.59,48,100,7.56,CN,2020-05-06 00:26:31
531,Hambantota,6.12,81.12,81.23,82,86,9.26,LK,2020-05-06 00:26:31
532,Launceston,-41.45,147.17,61.0,87,75,13.87,AU,2020-05-06 00:26:31
533,Guane,22.2,-84.09,80.92,70,52,0.81,CU,2020-05-06 00:26:32
534,Hervey Bay,-25.3,152.85,72.0,74,1,8.99,AU,2020-05-06 00:26:32
535,Synya,65.37,58.04,33.44,95,96,4.07,RU,2020-05-06 00:26:32
536,Stepnyak,52.83,70.78,42.48,64,0,8.75,KZ,2020-05-06 00:26:33
537,Lagos,6.58,3.75,82.4,94,20,2.24,NG,2020-05-06 00:25:26
538,Chulym,55.1,80.96,41.04,75,94,7.65,RU,2020-05-06 00:26:34
539,Baykit,61.67,96.37,36.09,81,85,7.58,RU,2020-05-06 00:26:34
540,Araraquara,-21.79,-48.18,62.58,86,94,2.73,BR,2020-05-06 00:21:34
541,Dunda,-8.12,34.25,63.97,89,15,2.75,TZ,2020-05-06 00:26:34
542,Fort Nelson,58.81,-122.7,57.2,50,75,2.24,CA,2020-05-06 00:26:35
543,Sioux Lookout,50.1,-91.92,55.4,30,75,9.17,CA,2020-05-06 00:26:35
544,Man,7.41,-7.55,73.69,94,42,2.24,CI,2020-05-06 00:26:35
545,Karratha,-20.74,116.85,74.88,49,69,4.68,AU,2020-05-06 00:26:35
546,Carleton Place,45.13,-76.15,46.99,45,80,1.01,CA,2020-05-06 00:25:05
547,Quelimane,-17.88,36.89,68.97,86,5,4.09,MZ,2020-05-06 00:22:09
548,Adrar,20.5,-10.07,91.02,11,0,6.44,MR,2020-05-06 00:26:35
549,Kidodi,-7.6,37.0,72.09,91,74,2.13,TZ,2020-05-06 00:26:35
550,Katherine,-14.47,132.27,77.0,44,90,9.17,AU,2020-05-06 00:26:36
551,Kahului,20.89,-156.47,86.0,45,40,20.8,US,2020-05-06 00:26:36
552,Iwanai,42.97,140.51,52.38,50,99,2.86,JP,2020-05-06 00:22:48
553,Juruti,-2.15,-56.09,77.72,92,96,3.0,BR,2020-05-06 00:26:36
554,Great Falls,47.5,-111.3,64.0,20,1,4.7,US,2020-05-06 00:26:36
555,Kamaishi,39.27,141.88,53.6,71,75,10.29,JP,2020-05-06 00:26:36
556,Erenhot,43.65,111.98,66.81,24,99,15.64,CN,2020-05-06 00:26:37
